studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Penguin_BMI,Species_Label
PAL0809,65,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/4/08,45.8,14.2,219.0,4700.0,0,8.60447,-26.61601,,0.09799628865119576,2
PAL0809,66,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/4/08,49.8,16.8,230.0,5700.0,1,8.47067,-26.69166,,0.10775047258979206,2
PAL0809,67,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,11/9/08,46.2,14.4,214.0,4650.0,1,8.24253,-26.8154,,0.10153725216176085,2
PAL0809,68,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,11/9/08,49.5,16.2,229.0,5800.0,1,8.49854,-26.74809,,0.11060048435384527,2
PAL0809,69,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,11/13/08,43.5,14.2,220.0,4700.0,0,8.64931,-26.68867,,0.09710743801652892,2
PAL0809,70,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,11/13/08,50.7,15.0,223.0,5550.0,1,8.63551,-26.74249,,0.11160489855014177,2
PAL0809,71,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,11/3/08,47.7,15.0,216.0,4750.0,0,8.53018,-26.72751,,0.10180898491083676,2
PAL0809,72,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,11/3/08,46.4,15.6,221.0,5000.0,1,8.35078,-26.70783,,0.10237300628570259,2
PAL0809,73,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,11/9/08,48.2,15.6,221.0,5100.0,1,8.24651,-26.66958,,0.10442046641141664,2
PAL0809,74,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,11/9/08,46.5,14.8,217.0,5200.0,0,8.58487,-26.5929,,0.11042918728365436,2
PAL0809,75,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,11/6/08,46.4,15.0,216.0,4700.0,0,8.47938,-26.9547,,0.10073731138545954,2
PAL0809,76,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,11/6/08,48.6,16.0,230.0,5800.0,1,8.5964,-26.71199,,0.10964083175803403,2
PAL0809,77,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,11/6/08,47.5,14.2,209.0,4600.0,0,8.39299,-26.78733,,0.10530894439229871,2
PAL0809,78,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,11/6/08,51.1,16.3,220.0,6000.0,1,8.40327,-26.76821,,0.12396694214876033,2
PAL0809,79,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,11/9/08,45.2,13.8,215.0,4750.0,0,8.24694,-26.65359,,0.10275824770146025,2
PAL0809,80,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,11/9/08,45.2,16.4,223.0,5950.0,1,8.19749,-26.65931,,0.11964849484204387,2
PAL0910,81,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,11/18/09,49.1,14.5,212.0,4625.0,0,8.35802,-26.2766,,0.10290583837664649,2
PAL0910,82,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,11/18/09,52.5,15.6,221.0,5450.0,1,8.28601,-26.27573,,0.11158657685141582,2
PAL0910,83,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,Yes,11/15/09,47.4,14.6,212.0,4725.0,0,8.19101,-26.24369,,0.10513082947668209,2
PAL0910,84,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,11/15/09,50.0,15.9,224.0,5350.0,1,8.20042,-26.39677,,0.10662468112244898,2
PAL0910,85,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,11/22/09,44.9,13.8,212.0,4750.0,0,8.11238,-26.20372,,0.10568707725169099,2
PAL0910,86,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,11/22/09,50.8,17.3,228.0,5600.0,1,8.27428,-26.30019,,0.1077254539858418,2
PAL0910,87,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/20/09,43.4,14.4,218.0,4600.0,0,8.23468,-26.18599,,0.09679319922565441,2
PAL0910,88,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/20/09,51.3,14.2,218.0,5300.0,1,8.15426,-26.3433,,0.11152259910781921,2
PAL0910,89,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/25/09,47.5,14.0,212.0,4875.0,0,8.12691,-26.23613,,0.10846831612673549,2
PAL0910,90,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/25/09,52.1,17.0,230.0,5550.0,1,8.27595,-26.11657,,0.10491493383742911,2
PAL0910,91,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/25/09,47.5,15.0,218.0,4950.0,0,8.29671,-26.08547,,0.1041578991667368,2
PAL0910,92,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/25/09,52.2,17.1,228.0,5400.0,1,8.36701,-25.89834,,0.1038781163434903,2
PAL0910,93,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,12/1/09,45.5,14.5,212.0,4750.0,0,8.15566,-26.22848,,0.10568707725169099,2
PAL0910,94,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,12/1/09,49.5,16.1,224.0,5650.0,1,8.83352,-25.69195,,0.11260363520408163,2
PAL0910,95,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/27/09,44.5,14.7,214.0,4850.0,0,8.20106,-26.16524,,0.10590444580312691,2
PAL0910,96,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/27/09,50.8,15.7,226.0,5200.0,1,8.27102,-26.11244,,0.10180906883859348,2
PAL0910,97,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/18/09,49.4,15.8,216.0,4925.0,1,8.03624,-26.06594,,0.10555984224965706,2
PAL0910,98,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/18/09,46.9,14.6,222.0,4875.0,0,7.8881,-26.04726,,0.09891648405161918,2
PAL0910,99,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,11/18/09,48.4,14.4,203.0,4625.0,0,8.16582,-26.13971,,0.11223276468732558,2
PAL0910,100,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,11/18/09,51.1,16.5,225.0,5250.0,1,8.2066,-26.36863,,0.1037037037037037,2
PAL0910,101,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,11/22/09,48.5,15.0,219.0,4850.0,0,8.10231,-26.18763,,0.10112382977836158,2
PAL0910,102,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,11/22/09,55.9,17.0,228.0,5600.0,1,8.3118,-26.35425,,0.1077254539858418,2
PAL0910,103,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,11/18/09,47.2,15.5,215.0,4975.0,0,8.30817,-26.21651,,0.10762574364521363,2
PAL0910,104,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,11/18/09,49.1,15.0,228.0,5500.0,1,8.65914,-25.79203,,0.10580178516466605,2
PAL0910,105,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,12/1/09,47.3,13.8,216.0,4725.0,1,8.25818,-26.23886,,0.10127314814814815,2
PAL0910,106,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,12/1/09,46.8,16.1,215.0,5500.0,1,8.32359,-26.05756,,0.11898323418063818,2
PAL0910,107,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,11/10/09,41.7,14.7,210.0,4700.0,0,8.12311,-26.44815,,0.10657596371882086,2
PAL0910,108,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,11/10/09,53.4,15.8,219.0,5500.0,1,8.41017,-26.33867,,0.11467650799608015,2
PAL0910,109,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,11/9/09,43.3,14.0,208.0,4575.0,0,8.4207,-26.38092,,0.10574611686390532,2
PAL0910,110,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,11/9/09,48.1,15.1,209.0,5500.0,1,8.45738,-26.22664,,0.12591286829513976,2
PAL0910,111,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,11/20/09,50.5,15.2,216.0,5000.0,0,8.24691,-26.18466,,0.1071673525377229,2
PAL0910,112,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,11/20/09,49.8,15.9,229.0,5950.0,1,8.29226,-26.21019,,0.11346084170782403,2
PAL0910,113,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,11/27/09,43.5,15.2,213.0,4650.0,0,8.21634,-26.11046,,0.10249289162203266,2
PAL0910,114,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,11/27/09,51.5,16.3,230.0,5500.0,1,8.78557,-25.76147,,0.10396975425330812,2
PAL0910,115,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/25/09,46.2,14.1,217.0,4375.0,0,8.30231,-25.96013,,0.09290917199345919,2
PAL0910,116,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,11/25/09,55.1,16.0,230.0,5850.0,1,8.08354,-26.18161,,0.11058601134215501,2
PAL0910,117,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,Yes,12/1/09,44.5,15.7,217.0,4875.0,1,8.04111,-26.18444,,0.10352736307842596,2
PAL0910,118,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,Yes,12/1/09,48.8,16.2,222.0,6000.0,1,8.33825,-25.88547,,0.12174336498660823,2
PAL0910,119,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,No,12/1/09,47.2,13.7,214.0,4925.0,0,7.99184,-26.20538,,0.10754214341863919,2
PAL0910,120,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,12/1/09,43.9219298245614,17.151169590643278,200.91520467836258,4201.754385964912,1,8.7333816969697,-25.6862915407855,,0.10408905215045883,2
PAL0910,121,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,11/22/09,46.8,14.3,215.0,4850.0,0,8.41151,-26.13832,,0.10492157923201731,2
PAL0910,122,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,11/22/09,50.4,15.7,222.0,5750.0,1,8.30166,-26.04117,,0.11667072477883289,2
PAL0910,123,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,11/22/09,45.2,14.8,212.0,5200.0,0,8.24246,-26.11969,,0.1156995372018512,2
PAL0910,124,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,11/22/09,49.9,16.1,213.0,5400.0,1,8.3639,-26.15531,,0.11902400317397342,2
